Gene.symbol	logFC
ZNF273	-0.05197402
PHF13	-0.05199139
IREB2	-0.05199232249999999
PBOV1	-0.05202206
CCK	-0.05204306
EBLN3P	-0.05205057333333333
UBTD1	-0.05208477
TEX264	-0.052100905
NUP133	-0.052106650000000004
MYPOP	-0.05211081
TERT	-0.052111905
HAUS2	-0.052131745
ATXN2	-0.05214079
GP1BA	-0.05214298
ANKRD30B	-0.05215968
TMEM52	-0.05218472
H6PD	-0.0521939175
TAF15	-0.052202290000000005
CIDECP	-0.05220983
GS1-279B7.1	-0.05223624
TXLNA	-0.052372325
KRTAP3-1	-0.0523741
C2CD2L	-0.05237636
OTX1	-0.05237817
ASB12	-0.05238141
MGC20647	-0.05239239
TTTY10	-0.05240966
PSMC2	-0.05243213
UPP1	-0.05244435
MYO1A	-0.05246115
APOH	-0.052491585
PPT1	-0.05251022
DDI1	-0.05256116
PTPN23	-0.052598115
CCDC13-AS1	-0.05263708
CABP7	-0.05264465
GBX1	-0.0526483
SLC30A8	-0.052660085
PPY	-0.0526854
CRYGC	-0.05270141
SCIN	-0.0527366925
PRR14	-0.052793176666666664
CAPN13	-0.05281904666666667
GRIN3A	-0.052829100000000004
PLXND1	-0.05284468
PHKA2	-0.05284569
MFSD10	-0.05287646
MSMO1	-0.05288299
ARG1	-0.0529003375
C15orf39	-0.05291211999999999
PRKCA-AS1	-0.052916639999999994
C16orf92	-0.05298434
POU3F3	-0.053063983333333335
SH3RF3-AS1	-0.05312039
ACSF3	-0.05320623666666666
ZNF425	-0.053223780000000005
SSPO	-0.05326471
DYNC1H1	-0.05327318142857143
MSL3	-0.05327448666666667
CPA5	-0.05330353
CRNN	-0.0533099
ADCY8	-0.05331449
RPS28	-0.05332224666666667
MLLT1	-0.053354374999999996
GOSR2	-0.05337613
ARHGAP22-IT1	-0.05339075
TMEM161B-AS1	-0.0534011875
GLYAT	-0.05344228333333333
ATP6AP1	-0.05344505
ME2	-0.05350418666666667
FPR2	-0.05350466
AGRP	-0.05353351
ZNF180	-0.053545205
CAPN6	-0.053559866666666664
REST	-0.053646843333333326
FLJ31104	-0.05367523
OR10D3	-0.053688785
CYB5D1	-0.053690619999999994
ZNF254	-0.0537277475
PRAMEF10	-0.05376302
MSRB1	-0.05377478
HS3ST6	-0.05380389
EFR3B	-0.05381453999999999
ANKRD17	-0.053832015
ZBTB11	-0.053848034999999995
USP22	-0.053852485000000005
NLRP8	-0.05389144
PVR	-0.05393957142857143
CCDC43	-0.05397434
RRP8	-0.053981516666666673
PITX2	-0.05398719
FBXW4P1	-0.05399267
SCYL3	-0.054011296666666674
ABCA5	-0.054071365
KCNS2	-0.05408022333333334
CCDC13	-0.05409727499999999
TMUB1	-0.05415962
TAOK2	-0.05421174
C9	-0.05421301
IQCF6	-0.0543276
TOP1MT	-0.054346309999999995
LPO	-0.05436434
TNR	-0.05447541666666666
MYL10	-0.054537035
NDUFA4	-0.0545375
DGCR11	-0.05456345
OR6W1P	-0.05456562
OR52K3P	-0.05459156
TEFM	-0.05461378
ABCA7	-0.05463441
RMDN1	-0.05469187
LRRC57	-0.054730355
ATF7	-0.05474731000000001
GCM2	-0.05477095
METTL4	-0.05478668
PROKR2	-0.05478851
OR2F2	-0.05479334
ARPP21	-0.05485050166666667
KCNK16	-0.05485778
RPS16	-0.0548704325
TMEM129	-0.054885605000000004
IFT74	-0.054943885
CHMP7	-0.05504231
CSPG5	-0.055086655000000005
STT3B	-0.05509842
RPGR	-0.05510382
PEX16	-0.055130860000000004
ZNF804A	-0.05513111
MYO15A	-0.05513863
C7orf13	-0.05515858
TRIQK	-0.055160695999999995
CD177	-0.05518945
KRTAP7-1	-0.0552228
EPHA10	-0.05526447666666667
ALDH5A1	-0.055284114999999995
MIR7-3HG	-0.05529879
MRFAP1	-0.05530461
BAAT	-0.05532744
ATP2B3	-0.05533625
IL3	-0.05534186
KXD1	-0.05539847333333333
TMUB2	-0.05541243
PRDM15	-0.0554297
BRD1	-0.055482985
CLDN6	-0.055493145
TWSG1	-0.055508520000000006
ZC3H4	-0.055514775
TMEM235	-0.05554811
APOC3	-0.055563005
INHBE	-0.05558803
ZNF76	-0.05559176
CNPY3	-0.055606180000000005
LIMK1	-0.055645013333333326
ZNF669	-0.05565133
EFCAB5	-0.055671685000000005
KIAA1644	-0.055695045
CPEB1-AS1	-0.05570643
SBNO1	-0.055712859999999996
MORC2-AS1	-0.05573729
C15orf41	-0.055743916666666664
DIS3L	-0.05574614
EQTN	-0.05578216
APOBEC3G	-0.05579524000000001
BANP	-0.05580875333333333
GRID1	-0.05581833666666666
CHPF2	-0.05583103500000001
LGI3	-0.05584473
TRIML1	-0.0558958
DOCK6	-0.055901998
MYT1L	-0.055929327499999994
SVOP	-0.055977769999999996
BCAN	-0.056002485
BPIFB2	-0.05600349
C19orf25	-0.056010065000000005
CPXCR1	-0.05601151
MRFAP1L1	-0.05602458
EP300	-0.056027005000000005
ZNF362	-0.05604927666666666
PLSCR2	-0.056066165
REG1CP	-0.05615241
ERICH3-AS1	-0.05618343
PROZ	-0.05618839
GSDMD	-0.05627386
RPP14	-0.05627974666666667
KIAA0319	-0.05632451
F13B	-0.05632752
C17orf89	-0.05635599333333334
CDC42-IT1	-0.05636326
MUL1	-0.0564643
FOXN3-AS2	-0.05647988
AKT2	-0.05649419142857142
RNF186	-0.05651394
SLC9C2	-0.056520020000000004
FBXO46	-0.05652895
ASZ1	-0.05653686
SH2D4B	-0.05654534
ZNF324	-0.05656809
ZNF252P-AS1	-0.0565719
DLX4	-0.056588815
C6orf201	-0.0565959
TANGO6	-0.05682807
MATN4	-0.05685857
ITPKB	-0.056869956
RARG	-0.056888636666666666
SHC2	-0.05694007
CRISP1	-0.056941825
LRRC72	-0.05699614
TANGO2	-0.05702943
ABCG8	-0.05707605
NOB1	-0.05707692
ZZEF1	-0.05710560333333334
RCE1	-0.057125535000000005
ABRA	-0.057130355
CD8B	-0.05715118
NCR2	-0.057206265
PHYHIP	-0.05725989
STAP1	-0.05729207
ODF4	-0.057300670000000005
XRRA1	-0.057385055000000004
NCDN	-0.05739692666666667
WDR91	-0.057428740000000006
ZNF496	-0.057429776
TMEM219	-0.05746330499999999
MED14	-0.05747132
TMPRSS5	-0.05750046
C20orf141	-0.0575033
TXLNGY	-0.057513186
SLC25A36	-0.057519186
RPS5	-0.05753412
MED28	-0.057556528
COX6B2	-0.05756445
KRT81	-0.05760449
SVBP	-0.05765415
INTS3	-0.05767451999999999
REXO4	-0.05769586
RRAGA	-0.05774652
ZSCAN5A	-0.057746834999999996
IMPG2	-0.05778458
NPY	-0.0577885
FAM167A	-0.05778923
SLC25A16	-0.05778959666666667
FAM149B1	-0.0578222675
PAX7	-0.05783419
ENOSF1	-0.0578451825
ZNF391	-0.0578636275
QRICH2	-0.05787247
MRPL46	-0.05787549
KLHDC4	-0.057875843333333336
HCAR1	-0.05788073
TRDMT1	-0.05789069000000002
B3GNT4	-0.05791813
RNF166	-0.05799581
TTC4	-0.05802576
CSF3	-0.05808747
AKR1E2	-0.05809850666666667
ATP5E	-0.058117375
PRSS54	-0.05816187
PDE6G	-0.05816647
TNK2-AS1	-0.05817733
OAS3	-0.05821856499999999
POLR2F	-0.058253025000000014
UPK1A	-0.05827289
PPEF1	-0.05828986
NRSN2	-0.05830336
DHX29	-0.05833267
SNX1	-0.0583660325
IL4	-0.058372610000000005
C8orf48	-0.05837832
TOX3	-0.05845465500000001
GSX1	-0.058456825
MED12L	-0.058519175
NTM	-0.0585218
CSN3	-0.05852935
HILS1	-0.05853791
MPP4	-0.058552305
PLEKHA8	-0.058586533333333336
GKN2	-0.05860143
UBE3B	-0.05875069
DBH-AS1	-0.05881172
DIP2B	-0.05886137333333333
SLC10A4	-0.05886383
AKR7A3	-0.058865965
TKTL1	-0.0588682
VN1R10P	-0.05887748
DLST	-0.05887967
DIRC2	-0.058938414999999994
OTUD6B	-0.05897413
ADAMTS17	-0.05898327333333333
GRIK1	-0.05899199333333334
DISC1FP1	-0.05899862
CRYBA2	-0.05905102
ADRB1	-0.05913079
MMS19	-0.05928483
IQCJ-SCHIP1-AS1	-0.05936711
PRSS27	-0.05939243
CCDC171	-0.05946117714285714
HTT	-0.059472495
DKFZP434H168	-0.05950386
FBLIM1	-0.05954586
SMARCC2	-0.0595622
GHSR	-0.05957598333333333
OR7D2	-0.05961354
ERVFH21-1	-0.05965046
NAF1	-0.05966256
FLJ37035	-0.0596760975
PIGA	-0.05969585
ADAM7	-0.05972157
PAFAH1B1	-0.0597227925
CADM4	-0.059747022000000004
GOSR1	-0.0597853675
PTGES3	-0.05982233
IFT57	-0.05989651
TMPRSS13	-0.05991863
FAM76A	-0.05996981333333333
MTBP	-0.059975247499999995
GNB1L	-0.05998339666666667
FBXO38	-0.05998514
HEXIM2	-0.059990715
GLT8D1	-0.06007178
TAPT1	-0.06011288333333333
RHBDD3	-0.06011589499999999
ATP5G2P1	-0.06014104
PTGDR2	-0.060173075000000006
TRMU	-0.06019607
KRTAP5-2	-0.06024474
TOMM40	-0.06031796
GUCA1C	-0.06032673
CHORDC1	-0.060377145
PLCE1-AS2	-0.060414165000000006
CES5A	-0.0604314
ADGRB1	-0.06043239
UBE2J2	-0.060439269999999996
RPL10A	-0.060496970000000004
NFS1	-0.060507615
SMAD4	-0.060515287999999993
SCAF1	-0.06056482
RAB39B	-0.060582935
CLEC4D	-0.0605932
COA5	-0.060610265
AARS2	-0.060614425
APLN	-0.060626440000000004
KLC3	-0.060713383333333336
ARR3	-0.06072475
CNEP1R1	-0.06073897
FSIP2	-0.06076536
ANKRD20A12P	-0.060791555
AATBC	-0.06081786
FLJ42627	-0.06084634333333333
RPLP2	-0.06090241
DEF6	-0.06092346
LHX1	-0.06101459
PDHA2	-0.06101877
C5AR2	-0.0610211
STX8	-0.061026185
SIN3B	-0.06105257333333334
NHLH1	-0.06113233
RAD23B	-0.061151635
FLJ37201	-0.06117141
FKSG29	-0.06117964
RGS12	-0.06121711
DKK4	-0.06124989
OR1D2	-0.06131717
MIR146A	-0.061345084999999994
NKX6-3	-0.061350185
IL25	-0.06141598
PPAT	-0.061419220000000004
KDM5C	-0.06142244499999999
CPA4	-0.06143856
SPTSSA	-0.06144626500000001
PCDHGB8P	-0.06146284
MFAP1	-0.06148393
S1PR2	-0.061495579999999994
KIF2B	-0.06153936
NSMCE1	-0.0615477
SNRNP35	-0.06154987
MAP3K6	-0.06155379666666666
MIR2052HG	-0.06158008
SLC17A7	-0.06161860500000001
FBXL6	-0.06162306499999999
FAM118B	-0.06163806
B3GALT1	-0.06169738999999999
ZNF821	-0.06170885333333333
SIT1	-0.06177284
ZNF665	-0.06177347
SUPT7L	-0.06177743333333333
PDPK1	-0.06185185
ART1	-0.06188693000000001
VPS53	-0.06190653
SPACA9	-0.06196534499999999
CCDC33	-0.06196787
CHD3	-0.0619739
WDCP	-0.06198684
TNP2	-0.061997855000000004
MKKS	-0.06200988
RNF7	-0.062013915
SPATA22	-0.06203661333333334
PRR5	-0.06209498
VPS29	-0.062106885
MKRN1	-0.06215301
CHRNB3	-0.0621721
KLHL34	-0.062191054999999995
PUDP	-0.06223046
TULP3	-0.062271209999999994
AMN1	-0.06227921
CACNB1	-0.06228921999999999
DYNC2LI1	-0.06230110999999999
CD2BP2	-0.062321409999999994
TAAR5	-0.06233516
ALDH1L1-AS2	-0.06233851
RELT	-0.06235499
SPATA25	-0.06236902
BCL7A	-0.06240233
PCDH9	-0.0624304775
GNG10	-0.06244594
CFDP1	-0.06246002
NADK2-AS1	-0.06251357
CELA3A	-0.062544975
WFDC9	-0.06255828499999999
IGF2BP1	-0.06258522666666667
PHF24	-0.06259991
ELAVL4	-0.0626267025
APIP	-0.062775095
RANBP3	-0.0627871075
TFB2M	-0.062829195
PARP10	-0.06284935
KCNMA1-AS1	-0.06285094
MTMR4	-0.062862865
ZNF692	-0.06287814
TYW5	-0.06289315
ATP1A1	-0.06290218
SLCO4A1-AS1	-0.06293194
NUP214	-0.06298393666666667
GAS2L2	-0.06300662
CCT8	-0.06307968
HRH4	-0.063099405
ARHGAP27	-0.063127312
ECRP	-0.06313227
USP9Y	-0.06315213
EDA	-0.063157995
RIMS2	-0.06318540333333333
NPPC	-0.06319987
SLC4A1	-0.063206825
TMEM222	-0.063300885
CCDC12	-0.06330723
IPO9-AS1	-0.06330795
NUBPL	-0.0633698
KRT40	-0.06338787
HMP19	-0.06340085
FBXL21	-0.06343655666666666
OR8G2	-0.06348024
C17orf75	-0.06348376
PCDHGB6	-0.06348844
MASP2	-0.06354634666666667
ZNF26	-0.06372986500000001
IPO9	-0.06376698
C9orf84	-0.06387796
WFDC6	-0.06400174
TAS2R40	-0.06403776
FSTL1	-0.064061605
SUCLA2-AS1	-0.06406445
LRRC28	-0.0640680925
ARIH2	-0.064102864
ADAMTS20	-0.06418919000000001
NRG4	-0.06418992
KDM3A	-0.064244325
SLC12A5	-0.06426518
C21orf91-OT1	-0.06428163
VAC14	-0.06433881999999999
RRP15	-0.064370285
IZUMO1	-0.06438854
SLC25A47	-0.06447938
MESP2	-0.06449586500000001
DNMBP	-0.064514315
TRIM31	-0.06452035
RHBDL2	-0.06459453333333333
STX17-AS1	-0.064605705
IL12A-AS1	-0.06462028
RAD17	-0.06464968
HNRNPUL1	-0.06465762
NRAP	-0.06471246666666666
C5	-0.06473141
FAM178B	-0.06475612
MIR124-2HG	-0.06476666666666667
MEIOC	-0.064861654
SLC24A4	-0.06496420666666666
LRRC8B	-0.06497675333333333
VN1R1	-0.06501987
ELP2	-0.065045768
IL9R	-0.06507719
RHAG	-0.06509706
ADAL	-0.06512633666666666
SLIT1-AS1	-0.06516278
DMRTA2	-0.06519472
ZNF653	-0.0652053
OTOGL	-0.06522688
OPN4	-0.06523078
SHISA5	-0.0652429
OSBPL7	-0.06527702
LRRC36	-0.0653004
CDC42SE1	-0.065327766
CRYBB2P1	-0.06534709
FAM98B	-0.06544170333333332
SMR3B	-0.06546234
SFTPB	-0.0655089025
LIF	-0.06552725
SLC35F6	-0.06557260000000001
SLC6A20	-0.06560904499999999
SUMO4	-0.06568015
TLR10	-0.06573108999999999
GOLGA7	-0.06574633499999999
DLX1	-0.06576520999999999
PTCD2	-0.06576775500000001
SLC1A6	-0.06577817999999999
SNORA74A	-0.06584168
AOX2P	-0.06584308
UGT3A1	-0.06586494333333334
NF1	-0.06590444
ACVRL1	-0.06595873
DST	-0.065983852
GNG3	-0.06598457
DDX28	-0.06600139499999999
TLDC1	-0.066066016
ACR	-0.06609767
DEFB132	-0.066114
ADGRB2	-0.06616621
ATXN1L	-0.066185525
KPNA3	-0.06625148
CFAP61	-0.06626503333333333
UNGP2	-0.06627738
MTERF3	-0.0662942
DERL3	-0.06633415
LTK	-0.06637767
UCHL5	-0.066382925
HPS6	-0.06639329
PRR36	-0.06639614
PPP1R37	-0.06642475333333334
DDX18	-0.06643621999999999
PDXDC1	-0.06644778999999999
UBXN7-AS1	-0.06646601
WDR59	-0.066479825
CCR8	-0.06652871
PITRM1	-0.06657637999999999
PTPRG-AS1	-0.06657706
GABRR1	-0.06657798
FAM129C	-0.06658553333333334
BPESC1	-0.06659586
CLK3	-0.066607595
ZGPAT	-0.06664569
TRADD	-0.06669443
CHADL	-0.0667721
ZNF645	-0.06677655
RINT1	-0.06681656
FAM24A	-0.06686885
CPSF4	-0.06691198
MGC45922	-0.06691871
ASNS	-0.06694544
METTL21EP	-0.0669457
FCGR3B	-0.06696515
GLRX2	-0.06698115
ZNF28	-0.06701868
SNIP1	-0.067072975
DDX11-AS1	-0.06708036
MRPL45	-0.06708576
YOD1	-0.067087975
MSANTD2	-0.06713664
MB21D1	-0.06715747666666666
CFAP47	-0.06716202
HIST1H3C	-0.06716422
LPA	-0.06717851
NEB	-0.06718122
PLA2G6	-0.06718149666666667
DUSP21	-0.06718941
MRPL36	-0.06721864
OTOS	-0.06724793
TTR	-0.06725436
KCTD11	-0.06725849
SULT1B1	-0.06726621
PGM2	-0.06727380666666667
TP53I11	-0.06735083
EHMT1	-0.06735240666666667
FERD3L	-0.06736591
LRRC38	-0.06745796
ZNF322	-0.06747408999999999
ATP2B2	-0.06748828500000001
PPP1R32	-0.06749176
AOC2	-0.06749513
SLN	-0.06751036
PRKAA1	-0.067524264
TAS1R1	-0.067537815
KRTAP1-1	-0.06756304
KLHL30-AS1	-0.06761571
ANKRD18B	-0.06767937
S100G	-0.06768934
BAIAP3	-0.06769607999999999
TLK2	-0.067760785
TPGS1	-0.0678683
SLC10A1	-0.06792693
OR2C1	-0.06793232
RYBP	-0.06794206
TP73	-0.06801425333333334
MSI1	-0.06804718
WTAP	-0.06805733
FGF22	-0.06810729666666666
N4BP3	-0.06811292
TP63	-0.06814499285714286
DNAJC5	-0.06815229333333334
ACY3	-0.06815831
ZNF429	-0.06818018
C1orf53	-0.06820502
SEL1L	-0.0682163175
RNF167	-0.06824337
KYAT3	-0.06827153
KIAA0232	-0.06832527999999999
GPR31	-0.06835883
STX1B	-0.06837038
PTH	-0.06837329
B4GALT7	-0.06839445499999999
PHF7	-0.06841934333333333
SP2	-0.06843201333333333
SH3GL3	-0.06843845999999999
NOS1	-0.06848413666666667
HRAT13	-0.06850157
FBLL1	-0.06854643999999999
ANKRD55	-0.06855614
MOG	-0.0686642325
ESYT1	-0.06867562
CNPY4	-0.0686904
ABCA13	-0.068719376666666665
PPP1R1C	-0.068723275
DEFB126	-0.068744
D21S2090E	-0.06881101
LAMP1	-0.06881134000000001
BVES	-0.068818145
MUC3	-0.06893934
GFRA3	-0.06905676499999999
C18orf61	-0.069091665
DPY19L3	-0.06910325
MYL6	-0.06913118500000001
D2HGDH	-0.06915746
MPP5	-0.06917451
ZNF335	-0.06919168
ZNF844	-0.06921599
NDUFA5	-0.06927102
MEP1B	-0.06928661
PSG5	-0.06933716499999999
CHP2	-0.06935445
ZBED2	-0.06943037
MOGAT2	-0.069547285
GOLPH3L	-0.06955
IRGM	-0.06958048
MED1	-0.0695829525
HDAC9	-0.069606938
TTC39C	-0.06972745250000001
PLCD1	-0.06974859
SUZ12P1	-0.06978255
NDUFA10	-0.069805256
AGT	-0.06985495
C17orf105	-0.06986069
IL22RA1	-0.06986627
DANCR	-0.06989114
GRIA4	-0.06990329333333334
SLC22A24	-0.0699322
THEM4	-0.06997848666666666
WFDC5	-0.07000001
CNTROB	-0.0700143825
MARCH4	-0.07011715
RBM12B-AS1	-0.07014364
TAS2R19	-0.07018874
RIDA	-0.07019605500000001
HIST1H2BJ	-0.07023102
MYOM3	-0.07025489
PKDREJ	-0.07028744
PAX4	-0.07029892500000001
NLRP14	-0.07031702
CRYAA	-0.07034213
ZNF670	-0.07035601
ANKRD10-IT1	-0.07041241
DNASE2B	-0.07042697
RPS3	-0.07044039
OR1J4	-0.070459035
IL32	-0.07054333
ABHD16A	-0.07056299
MYH4	-0.07058867
FLJ12825	-0.07062834
TREML2	-0.07064295
MCHR2	-0.07071052
DRG2	-0.07085048499999999
TIPARP	-0.07086493
PGBD4	-0.07087196
TREML3P	-0.07088772
AGO2	-0.07091799
LIPI	-0.07092034
TTLL10	-0.07092810000000001
FLJ35934	-0.070996
RPH3AL	-0.07110374
UCK1	-0.07112188
SLC7A11-AS1	-0.07114005
LIPF	-0.0712297
MESDC2	-0.071289136
HBE1	-0.07137058
ARSB	-0.07139247
SHARPIN	-0.07139293
POLK	-0.071411
SMG7-AS1	-0.071424745
FYTTD1	-0.071425305
CLDN10-AS1	-0.07152456
KRT14	-0.07155281
KATNAL2	-0.07156403666666666
CR2	-0.07160751
LRRC19	-0.07161782
CCKAR	-0.07163138
KCTD16	-0.07163467
AKIP1	-0.07172466999999999
GPBAR1	-0.07175152
TENM3	-0.07178681333333334
TRMT61B	-0.07180125
PHRF1	-0.071806325
PTPN7	-0.071827045
RPUSD3	-0.07182862
IKBKB	-0.07184566666666667
SCD	-0.07191142
ZDHHC4	-0.07191768
MVB12A	-0.07193577
DNAJC30	-0.07194454
MED8	-0.07197735666666667
PSORS1C2	-0.07197838
PRPH	-0.07198643
ABCB5	-0.0719969475
SLC35C1	-0.07200565
FBXL18	-0.07204078166666666
NLRP5	-0.07209194
EIF3K	-0.072092
RLBP1	-0.0721319
TEX41	-0.0721476
ATP1B4	-0.07215121499999999
B3GALNT1	-0.07217572333333333
CLDN8	-0.07219433
THRSP	-0.07219436333333333
LY6G6C	-0.07219755
SRCAP	-0.0722443525
VILL	-0.07225724
DIRAS1	-0.07228174999999999
MIEF1	-0.0722926025
TBX20	-0.07229496
TNPO2	-0.072299608
RAB35	-0.07233107666666666
SPG11	-0.072344664
ZNF19	-0.07234567666666666
CFAP65	-0.07236649666666667
SOX1	-0.07239080333333334
TUBGCP2	-0.07244427
RPA1	-0.07247545
CLDN17	-0.07249183
NAV2-AS5	-0.07249238
ILVBL	-0.07253529333333333
TBP	-0.07254206
TRIM7	-0.07255922333333334
SMTN	-0.07258076666666667
MTMR14	-0.0726578
INTS12	-0.07266547
ITGA2B	-0.072700665
SPTSSB	-0.07272121
IL37	-0.07272557
ATG9A	-0.07273352
WDR83	-0.07273738
SLC35E4	-0.07276596
SOX30	-0.07277966
UTS2R	-0.07282817
TEX36	-0.07283225
SMIM21	-0.07283818
AK8	-0.072904355
CXCL10	-0.07299871
KRT38	-0.07301547
TXNDC11	-0.07305904
HHIPL1	-0.07305967499999999
NLK	-0.07306125999999999
TP53I13	-0.07306587
DPF2	-0.07308521
LCTL	-0.07309203
STK24	-0.073135954
PXN-AS1	-0.07318176
PACSIN3	-0.07319868
C19orf73	-0.07323131
FAXC	-0.073235915
EIF4A3	-0.07325271
SIN3A	-0.07332423
OR7C2	-0.07339922
CEP85L	-0.07342748500000001
PARN	-0.07343612
KIAA1683	-0.07344723
IFNA16	-0.0734971
PLAC4	-0.07353606333333333
C15orf54	-0.07355132
GTSE1-AS1	-0.0735684
SCARNA15	-0.07359248
ATG4A	-0.07359629
SPATA31E1	-0.073603495
RAG2	-0.0736663
MLANA	-0.07369247
ART5	-0.07370317
LYPD3	-0.073728
BPIFA2	-0.07372839
UBP1	-0.07377382
TEX19	-0.07377769
IL12RB1	-0.07381868666666666
ZNF705G	-0.07387857
AGGF1	-0.07396236
PARK2	-0.07397807
AP5S1	-0.0739891
CPB2	-0.07401204
FAM53B-AS1	-0.07401921
DUSP3	-0.07402583
CACYBP	-0.07403513749999999
FAM71F1	-0.074057645
KCNV1	-0.07407311000000001
CELSR3-AS1	-0.07415365
ILK	-0.07415902
LHX4	-0.07419753666666667
GPC1	-0.07420384
OR1Q1	-0.07422358
CCDC54	-0.07423553
THRA1/BTR	-0.07424763
IL36RN	-0.07425057
VSTM1	-0.07426268
RNF135	-0.074269295
BHMT2	-0.07433517666666667
C19orf84	-0.07435904
FAAP20	-0.07437422111111111
APOB	-0.074407115
RCVRN	-0.07450011
ZCCHC6	-0.074511634
RRN3P3	-0.07459534
CISH	-0.07465759333333333
HEATR9	-0.07466643
DNAJC16	-0.07473173666666666
CYP4A11	-0.074734055
ISLR2	-0.07473832
ZFP3	-0.07474083
VPS45	-0.074804255
TRHR	-0.07483533
OR1A1	-0.07486083
TFAP2D	-0.07488116
GABRD	-0.07493953
CLPS	-0.07500022
PHC1	-0.07501054
COPS4	-0.07502238
KLC1	-0.07504706250000001
HAVCR1	-0.07508492
ASB7	-0.075095615
IRX5	-0.07510333
PAX1	-0.07514329666666666
ZKSCAN3	-0.075149165
POU3F2	-0.07515975999999999
PFKFB4	-0.07520657
OSBPL11	-0.07521262666666666
FAM188A	-0.075226775
FAM127A	-0.0753529
SLC2A4	-0.07539765
SH2D3C	-0.07545424333333334
SZRD1	-0.0754972825
RNF141	-0.07552837250000001
DOT1L	-0.07553634
AR	-0.0755630075
NUTM1	-0.075574965
CCDC158	-0.075579865
RGSL1	-0.07560498
DAOA-AS1	-0.07566933
CCDC40	-0.075682516
NXPE1	-0.07569266
OR10H3	-0.07571525
FGF6	-0.07577277
SRI	-0.07579810000000001
SBF1	-0.07580702
RUNDC3A	-0.0758147
OSBPL5	-0.07583509000000001
KCNT1	-0.07586557666666667
ARTN	-0.07590473666666667
OVOL3	-0.07592002
PHF8	-0.07596899666666666
NT5DC3	-0.075971385
ZSCAN4	-0.07598880499999999
COL4A5	-0.076047305
IL9	-0.07606637
ERBIN	-0.07614467333333333
PIGT	-0.07618219500000001
MYH7	-0.07619637
HTR6	-0.076224445
ASB4	-0.07622845
FLYWCH2	-0.07629551
C18orf8	-0.07633176666666666
PANX1	-0.076407155
SH2D2A	-0.07642625
ZNF578	-0.07645519
COPS7B	-0.07653525
FLJ32154	-0.07658008
C18orf12	-0.07660476
MYL1	-0.07660576
UQCRC2	-0.07662549333333334
NIM1K	-0.07665626
GGPS1	-0.07669867
TCAM1P	-0.07673105
FGFBP2	-0.07673979
C7orf34	-0.07681063499999999
ZFAND3	-0.076828535
MIR5188	-0.07684158
EML2-AS1	-0.07685312
MGC34796	-0.07687379
EXOC3L1	-0.07689432
DLEU7-AS1	-0.0769151
DKFZp564H213	-0.07695172
CYLC2	-0.0769652
ADAMTS7	-0.07697524666666666
MC2R	-0.07698796666666667
CSPG4P1Y	-0.07700958
MBTPS1	-0.07701145
TDRD7	-0.07705276
SEMA4C	-0.077072445
DPEP1	-0.0770737
AGPS	-0.07712627
PLA1A	-0.07713284
DDC-AS1	-0.07714181
TP53AIP1	-0.07715055750000001
PRKAG3	-0.07717109
TNS4	-0.07717362
SAG	-0.07717642
RMDN3	-0.07720355
KLHL41	-0.07721151
HYDIN2	-0.07726113
AKAP8L	-0.07728589
MLN	-0.07731412
DGKK	-0.07732815
STARD13-AS	-0.077341205
LGALSL	-0.077351155
ZFAND2B	-0.07738797
ROPN1	-0.0774014
FAM170B	-0.07740678
GCM1	-0.07743761
FAM104A	-0.07749011500000001
MVK	-0.07750832499999999
HES7	-0.07755465
FAM160B2	-0.07761460666666666
PRCAT47	-0.07761644
MAU2	-0.077628538
FAM19A5	-0.07771726666666667
MTDH	-0.077774162
NACC1	-0.07784132000000002
SNORA78	-0.07786458
ATG5	-0.07788237999999999
ODF3L2	-0.07788537
MELTF	-0.077941725
DPCR1	-0.07795927500000001
RHD	-0.07796747333333333
LRRC20	-0.07800071
LARGE-AS1	-0.07803845499999999
TMEM39A	-0.07806170999999999
GANC	-0.07809321999999999
DCUN1D5	-0.07809874333333333
LYRM4-AS1	-0.07810344
GCNT4	-0.07812434
VSTM2A	-0.07817266666666667
DMBX1	-0.07823481
OSTCP1	-0.07824367
RGS3	-0.07829428
TRPM2-AS	-0.07829773
URI1	-0.0783019075
YIPF2	-0.07834967
C3orf56	-0.07835942
LARGE1	-0.07843204000000001
SCYL1	-0.078493145
SLC9A3R2	-0.07854492
METTL26	-0.07856292666666667
EPHA8	-0.07858617
ITPKC	-0.078616
RBFADN	-0.078661485
EIF2S2	-0.078667745
TNFRSF10B	-0.0787019425
TG	-0.07876545
RIPK1	-0.07879323
KCNA4	-0.07881788
CA14	-0.07883325
OR2M4	-0.07883615
PAK1	-0.0788377675
SMIM5	-0.07884317
KRTAP3-2	-0.07884524
TCEB3B	-0.07885563
EAF2	-0.07887694
MAB21L3	-0.07888096
PPP1R10	-0.07890001499999999
HDAC10	-0.07890143499999999
ZFYVE27	-0.07893585
PARD3-AS1	-0.07893605
PPP6R2	-0.07893841500000001
TBC1D29	-0.07898426
TOX	-0.079008525
RAP1B	-0.07901053
TEX29	-0.07917985
TBCA	-0.07918784
SPATA16	-0.07927393
SUCLG2-AS1	-0.07929738333333333
PLCB3	-0.07934239
VASH2	-0.0793479
KCNQ1-AS1	-0.07936754
RPAIN	-0.07938030571428571
DAPK3	-0.07939135
CLYBL-AS1	-0.07939263
HLA-DQB2	-0.07943044
